Element, r.pixels[0].x, r.pixels[0].y, r.pixels[0].z, r.pixels[0].w, r.pixels[1].x, r.pixels[1].y, r.pixels[1].z, r.pixels[1].w, r.pixels[2].x, r.pixels[2].y, r.pixels[2].z, r.pixels[2].w, r.pixels[3].x, r.pixels[3].y, r.pixels[3].z, r.pixels[3].w, r.pixels[4].x, r.pixels[4].y, r.pixels[4].z, r.pixels[4].w, r.pixels[5].x, r.pixels[5].y, r.pixels[5].z, r.pixels[5].w, r.pixels[6].x, r.pixels[6].y, r.pixels[6].z, r.pixels[6].w, r.pixels[7].x, r.pixels[7].y, r.pixels[7].z, r.pixels[7].w, r.pixels[8].x, r.pixels[8].y, r.pixels[8].z, r.pixels[8].w, r.pixels[9].x, r.pixels[9].y, r.pixels[9].z, r.pixels[9].w, r.pixels[10].x, r.pixels[10].y, r.pixels[10].z, r.pixels[10].w, r.pixels[11].x, r.pixels[11].y, r.pixels[11].z, r.pixels[11].w, r.pixels[12].x, r.pixels[12].y, r.pixels[12].z, r.pixels[12].w, r.pixels[13].x, r.pixels[13].y, r.pixels[13].z, r.pixels[13].w, r.pixels[14].x, r.pixels[14].y, r.pixels[14].z, r.pixels[14].w, r.pixels[15].x, r.pixels[15].y, r.pixels[15].z, r.pixels[15].w, r.pixels[16].x, r.pixels[16].y, r.pixels[16].z, r.pixels[16].w, r.pixels[17].x, r.pixels[17].y, r.pixels[17].z, r.pixels[17].w, r.pixels[18].x, r.pixels[18].y, r.pixels[18].z, r.pixels[18].w, r.pixels[19].x, r.pixels[19].y, r.pixels[19].z, r.pixels[19].w, r.pixels[20].x, r.pixels[20].y, r.pixels[20].z, r.pixels[20].w, r.pixels[21].x, r.pixels[21].y, r.pixels[21].z, r.pixels[21].w, r.pixels[22].x, r.pixels[22].y, r.pixels[22].z, r.pixels[22].w, r.pixels[23].x, r.pixels[23].y, r.pixels[23].z, r.pixels[23].w, r.pixels[24].x, r.pixels[24].y, r.pixels[24].z, r.pixels[24].w, r.pixels[25].x, r.pixels[25].y, r.pixels[25].z, r.pixels[25].w, r.pixels[26].x, r.pixels[26].y, r.pixels[26].z, r.pixels[26].w, r.pixels[27].x, r.pixels[27].y, r.pixels[27].z, r.pixels[27].w, r.pixels[28].x, r.pixels[28].y, r.pixels[28].z, r.pixels[28].w, r.pixels[29].x, r.pixels[29].y, r.pixels[29].z, r.pixels[29].w, r.pixels[30].x, r.pixels[30].y, r.pixels[30].z, r.pixels[30].w, r.pixels[31].x, r.pixels[31].y, r.pixels[31].z, r.pixels[31].w
846,  0.60508,  0.82307,  0.9609,  0.00,  0.60508,  0.82209,  0.9609,  0.00,  0.60704,  0.82209,  0.9609,  0.00,  0.60802,  0.82209,  0.9609,  0.00,  0.60997,  0.82209,  0.9609,  0.00,  0.6129,  0.82209,  0.9609,  0.00,  0.61681,  0.82209,  0.9609,  0.00,  0.6217,  0.82209,  0.9609,  0.00,  0.62854,  0.82111,  0.9609,  0.00,  0.63734,  0.82111,  0.9609,  0.00,  0.64907,  0.82014,  0.9609,  0.00,  0.66373,  0.81916,  0.9609,  0.00,  0.68231,  0.81818,  0.9609,  0.00,  0.70479,  0.81623,  0.9609,  0.00,  0.73118,  0.81525,  0.9609,  0.00,  0.76149,  0.81232,  0.9609,  0.00,  0.79374,  0.80938,  0.9609,  0.00,  0.82893,  0.80547,  0.9609,  0.00,  0.86413,  0.80156,  0.9609,  0.00,  0.89638,  0.80059,  0.9609,  0.00,  0.92473,  0.79961,  0.9609,  0.00,  0.95015,  0.79961,  0.9609,  0.00,  0.97067,  0.79961,  0.9609,  0.00,  0.98729,  0.79961,  0.9609,  0.00,  1.00,  0.80156,  0.9609,  0.00,  1.00,  0.80352,  0.95992,  0.00,  1.00,  0.80743,  0.95992,  0.00,  1.00,  0.81329,  0.95992,  0.00,  1.00,  0.82405,  0.95894,  0.00,  1.00,  0.83871,  0.95894,  0.00,  1.00,  0.85435,  0.95797,  0.00,  1.00,  0.86999,  0.95699,  0.00
847,  0.58553,  0.83578,  0.95992,  0.00,  0.58651,  0.83578,  0.95992,  0.00,  0.58749,  0.83578,  0.95992,  0.00,  0.58944,  0.83578,  0.95992,  0.00,  0.5914,  0.83578,  0.95992,  0.00,  0.59433,  0.83578,  0.95992,  0.00,  0.59824,  0.8348,  0.95992,  0.00,  0.60411,  0.8348,  0.95992,  0.00,  0.61193,  0.8348,  0.95992,  0.00,  0.6217,  0.83382,  0.95992,  0.00,  0.63343,  0.83382,  0.95992,  0.00,  0.64907,  0.83284,  0.95992,  0.00,  0.6696,  0.83187,  0.95992,  0.00,  0.69306,  0.82991,  0.95992,  0.00,  0.72043,  0.82796,  0.95992,  0.00,  0.75269,  0.826,  0.95992,  0.00,  0.7869,  0.82307,  0.95992,  0.00,  0.82209,  0.81916,  0.95992,  0.00,  0.85826,  0.81525,  0.95992,  0.00,  0.89247,  0.81036,  0.9609,  0.00,  0.92375,  0.80352,  0.9609,  0.00,  0.95015,  0.79961,  0.9609,  0.00,  0.97067,  0.79961,  0.9609,  0.00,  0.98729,  0.80059,  0.9609,  0.00,  1.00,  0.80156,  0.9609,  0.00,  1.00,  0.80352,  0.95992,  0.00,  1.00,  0.80743,  0.95992,  0.00,  1.00,  0.81329,  0.95992,  0.00,  1.00,  0.82405,  0.95894,  0.00,  1.00,  0.83871,  0.95894,  0.00,  1.00,  0.85435,  0.95797,  0.00,  1.00,  0.86999,  0.95699,  0.00
848,  0.56207,  0.85142,  0.95992,  0.00,  0.56305,  0.85142,  0.95992,  0.00,  0.56403,  0.85142,  0.95992,  0.00,  0.56598,  0.85044,  0.95992,  0.00,  0.56891,  0.85044,  0.95992,  0.00,  0.57185,  0.85044,  0.95992,  0.00,  0.57674,  0.85044,  0.95992,  0.00,  0.5826,  0.85044,  0.95992,  0.00,  0.5914,  0.84946,  0.95992,  0.00,  0.60215,  0.84946,  0.95992,  0.00,  0.61584,  0.84848,  0.95992,  0.00,  0.63245,  0.84751,  0.95992,  0.00,  0.65396,  0.84653,  0.95992,  0.00,  0.67937,  0.84555,  0.95992,  0.00,  0.7087,  0.8436,  0.95992,  0.00,  0.74194,  0.84066,  0.95992,  0.00,  0.7781,  0.83871,  0.95992,  0.00,  0.81525,  0.8348,  0.95992,  0.00,  0.85142,  0.83089,  0.95992,  0.00,  0.88563,  0.826,  0.95992,  0.00,  0.91789,  0.82014,  0.95992,  0.00,  0.94526,  0.81329,  0.95992,  0.00,  0.9697,  0.80352,  0.9609,  0.00,  0.98729,  0.80059,  0.9609,  0.00,  1.00,  0.80156,  0.9609,  0.00,  1.00,  0.80352,  0.95992,  0.00,  1.00,  0.80743,  0.95992,  0.00,  1.00,  0.81329,  0.95992,  0.00,  1.00,  0.82405,  0.95894,  0.00,  1.00,  0.83871,  0.95894,  0.00,  1.00,  0.85435,  0.95797,  0.00,  1.00,  0.86999,  0.95699,  0.00
849,  0.53666,  0.86804,  0.95894,  0.00,  0.53763,  0.86804,  0.95894,  0.00,  0.53959,  0.86706,  0.95894,  0.00,  0.54154,  0.86706,  0.95894,  0.00,  0.54448,  0.86706,  0.95894,  0.00,  0.54839,  0.86706,  0.95894,  0.00,  0.55327,  0.86706,  0.95894,  0.00,  0.56012,  0.86706,  0.95894,  0.00,  0.56989,  0.86608,  0.95894,  0.00,  0.58162,  0.86608,  0.95894,  0.00,  0.59629,  0.8651,  0.95894,  0.00,  0.61486,  0.86413,  0.95894,  0.00,  0.63832,  0.86315,  0.95894,  0.00,  0.66569,  0.86119,  0.95894,  0.00,  0.69697,  0.86022,  0.95894,  0.00,  0.73216,  0.85728,  0.95894,  0.00,  0.76931,  0.85533,  0.95894,  0.00,  0.80743,  0.85142,  0.95894,  0.00,  0.8436,  0.84848,  0.95894,  0.00,  0.87879,  0.84457,  0.95894,  0.00,  0.91007,  0.83969,  0.95894,  0.00,  0.93744,  0.83284,  0.95894,  0.00,  0.9609,  0.826,  0.95894,  0.00,  0.98143,  0.81525,  0.95992,  0.00,  1.00,  0.80156,  0.9609,  0.00,  1.00,  0.8045,  0.95992,  0.00,  1.00,  0.80743,  0.95992,  0.00,  1.00,  0.81329,  0.95992,  0.00,  1.00,  0.82405,  0.95894,  0.00,  1.00,  0.83871,  0.95894,  0.00,  1.00,  0.85435,  0.95797,  0.00,  1.00,  0.86999,  0.95699,  0.00
850,  0.51711,  0.88465,  0.95797,  0.00,  0.51808,  0.88465,  0.95797,  0.00,  0.52004,  0.88465,  0.95797,  0.00,  0.52199,  0.88465,  0.95797,  0.00,  0.52493,  0.88465,  0.95797,  0.00,  0.52981,  0.88368,  0.95797,  0.00,  0.5347,  0.88368,  0.95797,  0.00,  0.54252,  0.88368,  0.95797,  0.00,  0.5523,  0.8827,  0.95797,  0.00,  0.565,  0.8827,  0.95797,  0.00,  0.58065,  0.88172,  0.95797,  0.00,  0.60117,  0.88074,  0.95797,  0.00,  0.62561,  0.87977,  0.95797,  0.00,  0.65396,  0.87879,  0.95797,  0.00,  0.68719,  0.87683,  0.95797,  0.00,  0.72336,  0.87488,  0.95797,  0.00,  0.76051,  0.87195,  0.95797,  0.00,  0.79961,  0.86999,  0.95797,  0.00,  0.83675,  0.86608,  0.95797,  0.00,  0.87097,  0.86315,  0.95797,  0.00,  0.90225,  0.85826,  0.95797,  0.00,  0.92962,  0.85435,  0.95797,  0.00,  0.9521,  0.84751,  0.95797,  0.00,  0.97165,  0.83969,  0.95894,  0.00,  0.98925,  0.82893,  0.95894,  0.00,  1.00,  0.81134,  0.95992,  0.00,  1.00,  0.80743,  0.95992,  0.00,  1.00,  0.81329,  0.95992,  0.00,  1.00,  0.82405,  0.95894,  0.00,  1.00,  0.83871,  0.95894,  0.00,  1.00,  0.85435,  0.95797,  0.00,  1.00,  0.86999,  0.95699,  0.00
851,  0.51124,  0.90127,  0.95699,  0.00,  0.51222,  0.90127,  0.95699,  0.00,  0.51417,  0.90029,  0.95699,  0.00,  0.51711,  0.90029,  0.95699,  0.00,  0.52004,  0.90029,  0.95699,  0.00,  0.52395,  0.90029,  0.95699,  0.00,  0.52981,  0.90029,  0.95699,  0.00,  0.53763,  0.90029,  0.95699,  0.00,  0.54741,  0.89932,  0.95699,  0.00,  0.56012,  0.89932,  0.95699,  0.00,  0.57576,  0.89834,  0.95699,  0.00,  0.59629,  0.89736,  0.95699,  0.00,  0.62072,  0.89638,  0.95699,  0.00,  0.64907,  0.89541,  0.95699,  0.00,  0.68133,  0.89345,  0.95699,  0.00,  0.7175,  0.8915,  0.95699,  0.00,  0.75562,  0.88954,  0.95699,  0.00,  0.79277,  0.88661,  0.95699,  0.00,  0.82991,  0.88368,  0.95699,  0.00,  0.86413,  0.88074,  0.95699,  0.00,  0.89443,  0.87781,  0.95699,  0.00,  0.92082,  0.8739,  0.95699,  0.00,  0.9433,  0.86901,  0.95699,  0.00,  0.96285,  0.86413,  0.95699,  0.00,  0.97849,  0.85631,  0.95699,  0.00,  0.99413,  0.84457,  0.95797,  0.00,  1.00,  0.82502,  0.95894,  0.00,  1.00,  0.81329,  0.95992,  0.00,  1.00,  0.82405,  0.95894,  0.00,  1.00,  0.83871,  0.95894,  0.00,  1.00,  0.85435,  0.95797,  0.00,  1.00,  0.86999,  0.95699,  0.00
852,  0.52395,  0.91593,  0.95601,  0.00,  0.52493,  0.91593,  0.95601,  0.00,  0.52688,  0.91593,  0.95601,  0.00,  0.52884,  0.91593,  0.95601,  0.00,  0.53177,  0.91593,  0.95601,  0.00,  0.53568,  0.91593,  0.95601,  0.00,  0.54057,  0.91496,  0.95601,  0.00,  0.54741,  0.91496,  0.95601,  0.00,  0.55718,  0.91496,  0.95601,  0.00,  0.56891,  0.91398,  0.95601,  0.00,  0.58358,  0.91398,  0.95601,  0.00,  0.60215,  0.913,  0.95601,  0.00,  0.62463,  0.91202,  0.95601,  0.00,  0.652,  0.91105,  0.95601,  0.00,  0.68231,  0.90909,  0.95601,  0.00,  0.71652,  0.90811,  0.95601,  0.00,  0.75269,  0.90616,  0.95601,  0.00,  0.78886,  0.90323,  0.95503,  0.00,  0.82502,  0.90127,  0.95503,  0.00,  0.85826,  0.89834,  0.95503,  0.00,  0.88759,  0.89541,  0.95503,  0.00,  0.91398,  0.89247,  0.95503,  0.00,  0.93548,  0.88954,  0.95601,  0.00,  0.95406,  0.88465,  0.95601,  0.00,  0.9697,  0.87977,  0.95601,  0.00,  0.9824,  0.87195,  0.95601,  0.00,  0.99511,  0.86119,  0.95699,  0.00,  1.00,  0.84262,  0.95797,  0.00,  1.00,  0.82502,  0.95894,  0.00,  1.00,  0.83871,  0.95894,  0.00,  1.00,  0.85435,  0.95797,  0.00,  1.00,  0.86999,  0.95699,  0.00
853,  0.55034,  0.92962,  0.95503,  0.00,  0.55132,  0.92962,  0.95503,  0.00,  0.5523,  0.92962,  0.95503,  0.00,  0.55425,  0.92864,  0.95503,  0.00,  0.55621,  0.92864,  0.95503,  0.00,  0.56012,  0.92864,  0.95503,  0.00,  0.56403,  0.92864,  0.95503,  0.00,  0.56989,  0.92864,  0.95503,  0.00,  0.57771,  0.92864,  0.95503,  0.00,  0.58847,  0.92766,  0.95503,  0.00,  0.60117,  0.92766,  0.95503,  0.00,  0.61779,  0.92669,  0.95503,  0.00,  0.63734,  0.92571,  0.95503,  0.00,  0.66178,  0.92473,  0.95503,  0.00,  0.68915,  0.92375,  0.95503,  0.00,  0.72043,  0.9218,  0.95503,  0.00,  0.75367,  0.91984,  0.95503,  0.00,  0.78788,  0.91789,  0.95406,  0.00,  0.82111,  0.91593,  0.95406,  0.00,  0.85337,  0.91398,  0.95406,  0.00,  0.88172,  0.91202,  0.95406,  0.00,  0.90714,  0.90909,  0.95406,  0.00,  0.92864,  0.90616,  0.95406,  0.00,  0.94624,  0.90323,  0.95503,  0.00,  0.9609,  0.90029,  0.95503,  0.00,  0.97263,  0.89541,  0.95503,  0.00,  0.98338,  0.88856,  0.95503,  0.00,  0.99316,  0.87879,  0.95601,  0.00,  1.00,  0.86217,  0.95699,  0.00,  1.00,  0.83871,  0.95894,  0.00,  1.00,  0.85435,  0.95797,  0.00,  1.00,  0.86999,  0.95699,  0.00
854,  0.58358,  0.94037,  0.95406,  0.00,  0.58456,  0.94037,  0.95406,  0.00,  0.58553,  0.94037,  0.95406,  0.00,  0.58749,  0.94037,  0.95406,  0.00,  0.58944,  0.94037,  0.95406,  0.00,  0.59238,  0.94037,  0.95406,  0.00,  0.59531,  0.94037,  0.95406,  0.00,  0.6002,  0.94037,  0.95406,  0.00,  0.60704,  0.93939,  0.95406,  0.00,  0.61486,  0.93939,  0.95406,  0.00,  0.62561,  0.93939,  0.95406,  0.00,  0.6393,  0.93842,  0.95406,  0.00,  0.65591,  0.93744,  0.95406,  0.00,  0.67742,  0.93646,  0.95406,  0.00,  0.70088,  0.93548,  0.95406,  0.00,  0.72825,  0.93451,  0.95406,  0.00,  0.75855,  0.93255,  0.95406,  0.00,  0.78983,  0.93157,  0.95406,  0.00,  0.82111,  0.92962,  0.95406,  0.00,  0.85044,  0.92766,  0.95406,  0.00,  0.87781,  0.92571,  0.95406,  0.00,  0.90225,  0.92375,  0.95308,  0.00,  0.92278,  0.9218,  0.95406,  0.00,  0.93939,  0.91887,  0.95406,  0.00,  0.95308,  0.91691,  0.95406,  0.00,  0.96481,  0.91398,  0.95406,  0.00,  0.97361,  0.91105,  0.95406,  0.00,  0.98143,  0.90518,  0.95406,  0.00,  0.98925,  0.89638,  0.95503,  0.00,  0.99902,  0.88172,  0.95601,  0.00,  1.00,  0.85435,  0.95797,  0.00,  1.00,  0.86999,  0.95699,  0.00
855,  0.62854,  0.94917,  0.95308,  0.00,  0.62952,  0.94917,  0.95308,  0.00,  0.6305,  0.94917,  0.95308,  0.00,  0.63148,  0.94917,  0.95308,  0.00,  0.63245,  0.94917,  0.95308,  0.00,  0.63441,  0.94917,  0.95308,  0.00,  0.63734,  0.94917,  0.95308,  0.00,  0.64125,  0.94917,  0.95308,  0.00,  0.64614,  0.94917,  0.95308,  0.00,  0.652,  0.94819,  0.95308,  0.00,  0.6608,  0.94819,  0.95308,  0.00,  0.67155,  0.94819,  0.95308,  0.00,  0.68524,  0.94721,  0.95308,  0.00,  0.70186,  0.94624,  0.95308,  0.00,  0.72141,  0.94526,  0.95308,  0.00,  0.74487,  0.94428,  0.95308,  0.00,  0.77028,  0.9433,  0.95308,  0.00,  0.79765,  0.94135,  0.95308,  0.00,  0.82502,  0.94037,  0.95308,  0.00,  0.85239,  0.93842,  0.95308,  0.00,  0.87683,  0.93646,  0.95308,  0.00,  0.89932,  0.93548,  0.95308,  0.00,  0.91887,  0.93353,  0.95308,  0.00,  0.93451,  0.93157,  0.9521,  0.00,  0.94721,  0.9306,  0.9521,  0.00,  0.95699,  0.92864,  0.9521,  0.00,  0.96579,  0.92669,  0.9521,  0.00,  0.97263,  0.92473,  0.95308,  0.00,  0.97947,  0.91984,  0.95308,  0.00,  0.98631,  0.91202,  0.95406,  0.00,  0.99511,  0.89834,  0.95503,  0.00,  1.00,  0.86999,  0.95699,  0.00
856,  0.72239,  0.95406,  0.9521,  0.00,  0.72239,  0.95406,  0.9521,  0.00,  0.72336,  0.95406,  0.9521,  0.00,  0.72336,  0.95406,  0.9521,  0.00,  0.72434,  0.95406,  0.9521,  0.00,  0.72532,  0.95406,  0.9521,  0.00,  0.72727,  0.95406,  0.9521,  0.00,  0.72923,  0.95406,  0.9521,  0.00,  0.73216,  0.95406,  0.9521,  0.00,  0.73509,  0.95406,  0.9521,  0.00,  0.73998,  0.95308,  0.9521,  0.00,  0.74682,  0.95308,  0.9521,  0.00,  0.75464,  0.95308,  0.9521,  0.00,  0.76442,  0.9521,  0.9521,  0.00,  0.77713,  0.95112,  0.9521,  0.00,  0.79179,  0.95112,  0.9521,  0.00,  0.80841,  0.95015,  0.9521,  0.00,  0.82698,  0.94917,  0.9521,  0.00,  0.84751,  0.94721,  0.9521,  0.00,  0.86804,  0.94624,  0.9521,  0.00,  0.88661,  0.94526,  0.9521,  0.00,  0.90518,  0.94428,  0.9521,  0.00,  0.92082,  0.94233,  0.95112,  0.00,  0.93353,  0.94135,  0.95112,  0.00,  0.94428,  0.94037,  0.95112,  0.00,  0.9521,  0.93939,  0.95112,  0.00,  0.95992,  0.93939,  0.95112,  0.00,  0.96579,  0.93744,  0.9521,  0.00,  0.97165,  0.93548,  0.9521,  0.00,  0.97752,  0.9306,  0.95308,  0.00,  0.98338,  0.92473,  0.95308,  0.00,  0.99022,  0.913,  0.95406,  0.00
857,  0.82405,  0.95601,  0.95112,  0.00,  0.82405,  0.95601,  0.95112,  0.00,  0.82405,  0.95601,  0.95112,  0.00,  0.82502,  0.95601,  0.95112,  0.00,  0.82502,  0.95601,  0.95112,  0.00,  0.82502,  0.95601,  0.95112,  0.00,  0.826,  0.95601,  0.95112,  0.00,  0.82698,  0.95601,  0.95112,  0.00,  0.82796,  0.95601,  0.95112,  0.00,  0.82893,  0.95601,  0.95112,  0.00,  0.83089,  0.95601,  0.95112,  0.00,  0.83382,  0.95601,  0.95112,  0.00,  0.83675,  0.95503,  0.95112,  0.00,  0.84066,  0.95503,  0.95112,  0.00,  0.84555,  0.95503,  0.95112,  0.00,  0.85239,  0.95406,  0.95112,  0.00,  0.86022,  0.95406,  0.95112,  0.00,  0.86999,  0.95308,  0.95112,  0.00,  0.88074,  0.95308,  0.95112,  0.00,  0.89247,  0.9521,  0.95112,  0.00,  0.9042,  0.95112,  0.95112,  0.00,  0.91496,  0.95015,  0.95112,  0.00,  0.92571,  0.94917,  0.95112,  0.00,  0.93548,  0.94917,  0.95015,  0.00,  0.9433,  0.94819,  0.95015,  0.00,  0.95015,  0.94819,  0.95015,  0.00,  0.95601,  0.94721,  0.95112,  0.00,  0.9609,  0.94721,  0.95112,  0.00,  0.96676,  0.94526,  0.9521,  0.00,  0.97165,  0.9433,  0.9521,  0.00,  0.97654,  0.93939,  0.9521,  0.00,  0.98045,  0.93451,  0.95308,  0.00
858,  0.86999,  0.95894,  0.95112,  0.00,  0.86999,  0.95894,  0.95112,  0.00,  0.86999,  0.95894,  0.95112,  0.00,  0.86999,  0.95894,  0.95112,  0.00,  0.86999,  0.95894,  0.95112,  0.00,  0.86999,  0.95894,  0.95112,  0.00,  0.86999,  0.95894,  0.95112,  0.00,  0.87097,  0.95894,  0.95112,  0.00,  0.87097,  0.95894,  0.95112,  0.00,  0.87195,  0.95894,  0.95112,  0.00,  0.87292,  0.95894,  0.95112,  0.00,  0.8739,  0.95894,  0.95112,  0.00,  0.87586,  0.95894,  0.95112,  0.00,  0.87781,  0.95894,  0.95112,  0.00,  0.87977,  0.95894,  0.95112,  0.00,  0.88368,  0.95797,  0.95112,  0.00,  0.88759,  0.95797,  0.95112,  0.00,  0.89345,  0.95797,  0.95112,  0.00,  0.89932,  0.95699,  0.95112,  0.00,  0.90616,  0.95699,  0.95112,  0.00,  0.91398,  0.95601,  0.95112,  0.00,  0.9218,  0.95601,  0.95112,  0.00,  0.92962,  0.95503,  0.95112,  0.00,  0.93744,  0.95503,  0.95112,  0.00,  0.94428,  0.95406,  0.95112,  0.00,  0.95015,  0.95406,  0.95112,  0.00,  0.95503,  0.95308,  0.95112,  0.00,  0.95894,  0.95308,  0.95112,  0.00,  0.96383,  0.9521,  0.95112,  0.00,  0.96774,  0.95112,  0.9521,  0.00,  0.97165,  0.94917,  0.9521,  0.00,  0.97458,  0.94721,  0.9521,  0.00
859,  0.88563,  0.96285,  0.95112,  0.00,  0.88563,  0.96285,  0.95112,  0.00,  0.88563,  0.96285,  0.95112,  0.00,  0.88563,  0.96285,  0.95112,  0.00,  0.88563,  0.96285,  0.95112,  0.00,  0.88563,  0.96285,  0.95112,  0.00,  0.88563,  0.96285,  0.95112,  0.00,  0.88661,  0.96285,  0.95112,  0.00,  0.88661,  0.96285,  0.95112,  0.00,  0.88661,  0.96285,  0.95112,  0.00,  0.88759,  0.96285,  0.95112,  0.00,  0.88856,  0.96285,  0.95112,  0.00,  0.88954,  0.96285,  0.95112,  0.00,  0.89052,  0.96188,  0.95112,  0.00,  0.89247,  0.96188,  0.95112,  0.00,  0.89541,  0.96188,  0.95112,  0.00,  0.89834,  0.96188,  0.95112,  0.00,  0.90225,  0.96188,  0.95112,  0.00,  0.90616,  0.9609,  0.95112,  0.00,  0.91202,  0.9609,  0.95112,  0.00,  0.91789,  0.9609,  0.95112,  0.00,  0.92473,  0.95992,  0.95112,  0.00,  0.93157,  0.95992,  0.95112,  0.00,  0.93744,  0.95894,  0.95112,  0.00,  0.94428,  0.95894,  0.95112,  0.00,  0.94917,  0.95797,  0.95112,  0.00,  0.95406,  0.95797,  0.95112,  0.00,  0.95894,  0.95797,  0.9521,  0.00,  0.96285,  0.95699,  0.9521,  0.00,  0.96579,  0.95699,  0.9521,  0.00,  0.96872,  0.95601,  0.9521,  0.00,  0.97165,  0.95503,  0.9521,  0.00
860,  0.89345,  0.96579,  0.9521,  0.00,  0.89345,  0.96579,  0.9521,  0.00,  0.89345,  0.96579,  0.9521,  0.00,  0.89345,  0.96579,  0.9521,  0.00,  0.89345,  0.96579,  0.9521,  0.00,  0.89443,  0.96579,  0.9521,  0.00,  0.89443,  0.96579,  0.9521,  0.00,  0.89443,  0.96579,  0.9521,  0.00,  0.89443,  0.96579,  0.9521,  0.00,  0.89443,  0.96579,  0.9521,  0.00,  0.89541,  0.96579,  0.9521,  0.00,  0.89638,  0.96579,  0.9521,  0.00,  0.89638,  0.96579,  0.9521,  0.00,  0.89834,  0.96579,  0.9521,  0.00,  0.89932,  0.96481,  0.9521,  0.00,  0.90127,  0.96481,  0.9521,  0.00,  0.90323,  0.96481,  0.9521,  0.00,  0.90714,  0.96481,  0.9521,  0.00,  0.91007,  0.96481,  0.9521,  0.00,  0.91496,  0.96383,  0.9521,  0.00,  0.91984,  0.96383,  0.9521,  0.00,  0.92571,  0.96383,  0.9521,  0.00,  0.93157,  0.96285,  0.9521,  0.00,  0.93842,  0.96285,  0.9521,  0.00,  0.94428,  0.96188,  0.9521,  0.00,  0.94917,  0.96188,  0.9521,  0.00,  0.95406,  0.96188,  0.9521,  0.00,  0.95797,  0.9609,  0.9521,  0.00,  0.96188,  0.9609,  0.9521,  0.00,  0.96481,  0.9609,  0.9521,  0.00,  0.96676,  0.95992,  0.9521,  0.00,  0.96872,  0.95992,  0.9521,  0.00
861,  0.90225,  0.96774,  0.9521,  0.00,  0.90225,  0.96774,  0.9521,  0.00,  0.90225,  0.96774,  0.9521,  0.00,  0.90225,  0.96774,  0.9521,  0.00,  0.90225,  0.96774,  0.9521,  0.00,  0.90225,  0.96774,  0.9521,  0.00,  0.90225,  0.96774,  0.9521,  0.00,  0.90225,  0.96774,  0.9521,  0.00,  0.90225,  0.96774,  0.9521,  0.00,  0.90323,  0.96774,  0.9521,  0.00,  0.90323,  0.96774,  0.9521,  0.00,  0.90323,  0.96774,  0.9521,  0.00,  0.9042,  0.96774,  0.9521,  0.00,  0.90518,  0.96774,  0.9521,  0.00,  0.90616,  0.96774,  0.9521,  0.00,  0.90811,  0.96774,  0.9521,  0.00,  0.91007,  0.96676,  0.9521,  0.00,  0.91202,  0.96676,  0.9521,  0.00,  0.91496,  0.96676,  0.9521,  0.00,  0.91887,  0.96676,  0.9521,  0.00,  0.92278,  0.96676,  0.9521,  0.00,  0.92766,  0.96579,  0.9521,  0.00,  0.93353,  0.96579,  0.9521,  0.00,  0.93842,  0.96579,  0.9521,  0.00,  0.94428,  0.96481,  0.9521,  0.00,  0.94917,  0.96481,  0.95308,  0.00,  0.95406,  0.96383,  0.95308,  0.00,  0.95797,  0.96383,  0.95308,  0.00,  0.9609,  0.96383,  0.95308,  0.00,  0.96383,  0.96383,  0.95308,  0.00,  0.96579,  0.96285,  0.95308,  0.00,  0.96774,  0.96285,  0.95308,  0.00
862,  0.91202,  0.96872,  0.95308,  0.00,  0.91202,  0.96872,  0.95308,  0.00,  0.91202,  0.96872,  0.95308,  0.00,  0.91202,  0.96872,  0.95308,  0.00,  0.91202,  0.96872,  0.95308,  0.00,  0.91202,  0.96872,  0.95308,  0.00,  0.91202,  0.96872,  0.95308,  0.00,  0.91202,  0.96872,  0.95308,  0.00,  0.91202,  0.96872,  0.95308,  0.00,  0.91202,  0.96872,  0.95308,  0.00,  0.913,  0.96872,  0.95308,  0.00,  0.913,  0.96872,  0.95308,  0.00,  0.913,  0.96872,  0.95308,  0.00,  0.91398,  0.96872,  0.95308,  0.00,  0.91496,  0.96872,  0.95308,  0.00,  0.91593,  0.96872,  0.95308,  0.00,  0.91691,  0.96872,  0.95308,  0.00,  0.91887,  0.96872,  0.95308,  0.00,  0.9218,  0.96872,  0.95308,  0.00,  0.92375,  0.96774,  0.95308,  0.00,  0.92766,  0.96774,  0.95308,  0.00,  0.93157,  0.96774,  0.95308,  0.00,  0.93548,  0.96774,  0.95308,  0.00,  0.94037,  0.96676,  0.95308,  0.00,  0.94526,  0.96676,  0.95308,  0.00,  0.94917,  0.96676,  0.95308,  0.00,  0.95406,  0.96579,  0.95308,  0.00,  0.95699,  0.96579,  0.95308,  0.00,  0.9609,  0.96579,  0.95406,  0.00,  0.96285,  0.96579,  0.95406,  0.00,  0.96579,  0.96481,  0.95406,  0.00,  0.96676,  0.96481,  0.95406,  0.00
